region,code_circ,nom_circ,nb_bv,inscrits,votants,taux_participation,bulletins_nuls,suf_exprimes,blancs_nombre,blancs_pct,parti,nom_candidat,voix_obtenues,pourcentage,est_elu,page_source
BERE,24,"DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES",88,26729,16599,62.1,291,16308,378,2.32,INDEPENDANT,CISSE ISAAC,886,5.43,NON,4
BERE,24,"DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES",88,26729,16599,62.1,291,16308,378,2.32,RHDP,GNANGADJOMON KONE,9862,60.47,OUI,4
BERE,25,"MANKONO, COMMUNE ET SOUS-PREFECTURE",73,23860,12104,50.73,144,11960,138,1.15,RHDP,FOFANA EPSE MEITE SALIMATA,7756,64.85,OUI,4
BERE,25,"MANKONO, COMMUNE ET SOUS-PREFECTURE",73,23860,12104,50.73,144,11960,138,1.15,INDEPENDANT,SOTIGUY COULIBALY,3921,32.78,NON,4
BERE,25,"MANKONO, COMMUNE ET SOUS-PREFECTURE",73,23860,12104,50.73,144,11960,138,1.15,PDCI-RDA,FOFANA ADAMA,145,1.21,NON,4
BERE,26,"MARANDALLAH ET SARHALA, COMMUNES ET SOUS- PREFECTURES",78,21935,11771,53.66,130,11641,195,1.68,INDEPENDANT,BAMBA LADJI,5703,48.99,OUI,4
BERE,26,"MARANDALLAH ET SARHALA, COMMUNES ET SOUS- PREFECTURES",78,21935,11771,53.66,130,11641,195,1.68,INDEPENDANT,WASSI KANATE,423,3.63,NON,4
BERE,26,"MARANDALLAH ET SARHALA, COMMUNES ET SOUS- PREFECTURES",78,21935,11771,53.66,130,11641,195,1.68,RHDP,DOGOSSATI BAKAYOKO,5320,45.7,NON,4
BERE,27,"KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES",84,24391,10680,43.79,352,10328,224,2.17,INDEPENDANT,BAGATE ABDOULE TIECOURA,2190,21.2,NON,4
BERE,27,"KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES",84,24391,10680,43.79,352,10328,224,2.17,INDEPENDANT,BISSA AUGUSTIN,2785,26.97,NON,4
BERE,27,"KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES",84,24391,10680,43.79,352,10328,224,2.17,INDEPENDANT,GBEGBE BATO OLIVIER,426,4.12,NON,4
BERE,27,"KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES",84,24391,10680,43.79,352,10328,224,2.17,RHDP,BAMBA CHEICK LANCINA,4606,44.6,OUI,4
BERE,27,"KONGASSO ET KOUNAHIRI, COMMUNES ET SOUS- PREFECTURES",84,24391,10680,43.79,352,10328,224,2.17,PDCI-RDA,DELLOH ERIC,97,0.94,NON,4
BERE,28,"BOUKO ET BOUNA, COMMUNES ET SOUS-PREFECTURES",89,26581,14195,53.4,169,14026,283,2.02,CODE,CONGRES DEMOCRATIQUE,1820,12.98,NON,4
BERE,28,"BOUKO ET BOUNA, COMMUNES ET SOUS-PREFECTURES",89,26581,14195,53.4,169,14026,283,2.02,RHDP,"UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",11923,85.01,OUI,4
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,INDEPENDANT,SIB SIE JEAN,2550,35.19,OUI,5
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,RHDP,KAMBOU SIE,2178,30.05,NON,5
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,INDEPENDANT,SOM SIE JEAN BAPTISTE,1621,22.37,NON,5
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,INDEPENDANT,KAMBIRE SIE BOMITE JULIEN,96,1.32,NON,5
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,INDEPENDANT,KAMBOU BALIRE JEROME,423,5.84,NON,5
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,FPI,KAMBOU OLLO PAUL,112,1.55,NON,5
BOUNKANI,29,"ONDEFIDOUO ET YOUNDOUO, COMMUNES ET SOUS- PREFECTURES",43,11091,7346,66.23,99,7247,209,2.88,PDCI-RDA,HIEN PIRIHINTE,58,0.8,NON,5
BOUNKANI,30,"DANOA, DOROPO, KALAMON ET NIAMOUE, COMMUNES ET SOUS-PREFECTURES",67,19827,10300,51.95,163,10137,328,3.24,INDEPENDANT,KOUASSI KOUADIO JOEL,158,1.56,NON,5
BOUNKANI,30,"DANOA, DOROPO, KALAMON ET NIAMOUE, COMMUNES ET SOUS-PREFECTURES",67,19827,10300,51.95,163,10137,328,3.24,INDEPENDANT,KAMBIRE CHARLES,3426,33.8,NON,5
BOUNKANI,30,"DANOA, DOROPO, KALAMON ET NIAMOUE, COMMUNES ET SOUS-PREFECTURES",67,19827,10300,51.95,163,10137,328,3.24,RHDP,NOUFE SANSAN KOULANFIRTE,6072,59.9,OUI,5
BOUNKANI,30,"DANOA, DOROPO, KALAMON ET NIAMOUE, COMMUNES ET SOUS-PREFECTURES",67,19827,10300,51.95,163,10137,328,3.24,INDEPENDANT,OUATTARA KOFFI,153,1.51,NON,5
BOUNKANI,31,"BOGOFA, KAKPIN, KOUTOUBA, NASSIAN ET SOMINASSE, COMMUNES ET SOUS-PREFECTURES",76,21508,14236,66.19,266,13970,178,1.27,INDEPENDANT,KAMBOU HOLO,439,3.14,NON,5
BOUNKANI,31,"BOGOFA, KAKPIN, KOUTOUBA, NASSIAN ET SOMINASSE, COMMUNES ET SOUS-PREFECTURES",76,21508,14236,66.19,266,13970,178,1.27,RHDP,OUATTARA AMARA,6583,47.12,OUI,5
BOUNKANI,31,"BOGOFA, KAKPIN, KOUTOUBA, NASSIAN ET SOMINASSE, COMMUNES ET SOUS-PREFECTURES",76,21508,14236,66.19,266,13970,178,1.27,INDEPENDANT,KRA EUGENE KOUASSI,1315,9.41,NON,5
BOUNKANI,31,"BOGOFA, KAKPIN, KOUTOUBA, NASSIAN ET SOMINASSE, COMMUNES ET SOUS-PREFECTURES",76,21508,14236,66.19,266,13970,178,1.27,GP-PAIX,DABILA KOUADIO JEAN-MARIE,93,0.67,NON,5
BOUNKANI,31,"BOGOFA, KAKPIN, KOUTOUBA, NASSIAN ET SOMINASSE, COMMUNES ET SOUS-PREFECTURES",76,21508,14236,66.19,266,13970,178,1.27,PDCI-RDA,KOUADIO DEGLEGUI EDMOND,5362,38.38,NON,5
BOUNKANI,32,"GOGO,TEHINI ET TOUGBO, COMMUNES ET SOUS- PREFECTURES",45,10547,5885,55.8,87,5798,160,2.76,INDEPENDANT,SIB SANSAN DIEUDONNE,2392,41.26,NON,5
BOUNKANI,32,"GOGO,TEHINI ET TOUGBO, COMMUNES ET SOUS- PREFECTURES",45,10547,5885,55.8,87,5798,160,2.76,INDEPENDANT,PALE OLLO DESIRE,491,8.47,NON,5
BOUNKANI,32,"GOGO,TEHINI ET TOUGBO, COMMUNES ET SOUS- PREFECTURES",45,10547,5885,55.8,87,5798,160,2.76,RHDP,OUATTARA OUMAR,2694,46.46,OUI,5
BOUNKANI,32,"GOGO,TEHINI ET TOUGBO, COMMUNES ET SOUS- PREFECTURES",45,10547,5885,55.8,87,5798,160,2.76,INDEPENDANT,PALE SANSAN,61,1.05,NON,5
CAVALLY,33,"BLOLEQUIN, DIBOKE, DOKE, TINHOU ET ZEAGLO, COMMUNES ET SOUS-PREFECTURES",115,34438,11735,34.08,558,11177,135,1.21,RHDP,UNE CÔTE DIVOIRE PROSPERE ET SOLIDAIRE,5882,52.63,OUI,5
CAVALLY,33,"BLOLEQUIN, DIBOKE, DOKE, TINHOU ET ZEAGLO, COMMUNES ET SOUS-PREFECTURES",115,34438,11735,34.08,558,11177,135,1.21,INDEPENDANT,CANDIDATURE POUR LA DIGNITE ET LE TRIOMPHE DU PEUPLE,344,3.08,NON,5
CAVALLY,33,"BLOLEQUIN, DIBOKE, DOKE, TINHOU ET ZEAGLO, COMMUNES ET SOUS-PREFECTURES",115,34438,11735,34.08,558,11177,135,1.21,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE DIVOIRE,4816,43.09,NON,5
CAVALLY,34,"BEDY-GOAZON, KAADE ET NIZAHON, COMMUNES ET SOUS- PREFECTURES, GUIGLO, SOUS-PREFECTURE",58,16418,6438,39.21,189,6249,70,1.12,INDEPENDANT,KEI GBOHOU MELAINE,62,0.99,NON,5
CAVALLY,34,"BEDY-GOAZON, KAADE ET NIZAHON, COMMUNES ET SOUS- PREFECTURES, GUIGLO, SOUS-PREFECTURE",58,16418,6438,39.21,189,6249,70,1.12,RHDP,TIO LOUIS SERGE,3951,63.23,OUI,5
CAVALLY,34,"BEDY-GOAZON, KAADE ET NIZAHON, COMMUNES ET SOUS- PREFECTURES, GUIGLO, SOUS-PREFECTURE",58,16418,6438,39.21,189,6249,70,1.12,PDCI-RDA,SARR BOHE MARIUS MELAINE DEGBAHOUA,2166,34.66,NON,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,INDEPENDANT,BAMBA DAOUDA,727,10.3,NON,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,RHDP,SERODE GUI HERVE MARC GATIEN,4099,58.06,OUI,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,INDEPENDANT,BAMBA LANCINE,175,2.48,NON,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,INDEPENDANT,TIEON HERMANN ULRICH,84,1.19,NON,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,INDEPENDANT,KEMONSIEHI JEAN BEDEL,567,8.03,NON,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,INDEPENDANT,TAHI HOULOUNEGNION ALEXIS,191,2.71,NON,5
CAVALLY,35,"GUIGLO, COMMUNE",95,35868,7312,20.39,252,7060,67,0.95,INDEPENDANT,SIHE JESUS,1150,16.29,NON,5
CAVALLY,36,"TAI ET ZAGNE, COMMUNES ET SOUS-PREFECTURES",67,23648,7238,30.61,250,6988,63,0.9,INDEPENDANT,TIEDE ROBINSON POANHOULOU,71,1.02,NON,6
CAVALLY,36,"TAI ET ZAGNE, COMMUNES ET SOUS-PREFECTURES",67,23648,7238,30.61,250,6988,63,0.9,INDEPENDANT,COULIBALY KAYAFEHE LACINA,334,4.78,NON,6
CAVALLY,36,"TAI ET ZAGNE, COMMUNES ET SOUS-PREFECTURES",67,23648,7238,30.61,250,6988,63,0.9,RHDP,BAYALLA KOUYE MAYA HIPPOLYTE,4793,68.59,OUI,6
CAVALLY,36,"TAI ET ZAGNE, COMMUNES ET SOUS-PREFECTURES",67,23648,7238,30.61,250,6988,63,0.9,CODE,VIMPLOU DJEHI GUEHE,55,0.79,NON,6
CAVALLY,36,"TAI ET ZAGNE, COMMUNES ET SOUS-PREFECTURES",67,23648,7238,30.61,250,6988,63,0.9,INDEPENDANT,GUIRE TCHERPKAHON EDGARD,87,1.24,NON,6
CAVALLY,36,"TAI ET ZAGNE, COMMUNES ET SOUS-PREFECTURES",67,23648,7238,30.61,250,6988,63,0.9,PDCI-RDA,GNONKONTE GNESSOA DESIRE,1585,22.68,NON,6
CAVALLY,37,"BAKOUBLI, MEO, NEZOBLY, PEHE, TIOBLY ET TOULEPLEU, COMMUNES ET SOUS-PREFECTURES",84,22722,11201,49.3,581,10620,115,1.08,RHDP,OULOTO ANNE DESIREE,6465,60.88,OUI,6
CAVALLY,37,"BAKOUBLI, MEO, NEZOBLY, PEHE, TIOBLY ET TOULEPLEU, COMMUNES ET SOUS-PREFECTURES",84,22722,11201,49.3,581,10620,115,1.08,ADCI,DESSAON DOUANGNININ FABRICE,297,2.8,NON,6
CAVALLY,37,"BAKOUBLI, MEO, NEZOBLY, PEHE, TIOBLY ET TOULEPLEU, COMMUNES ET SOUS-PREFECTURES",84,22722,11201,49.3,581,10620,115,1.08,INDEPENDANT,BROU KOUAME PACOME,124,1.17,NON,6
CAVALLY,37,"BAKOUBLI, MEO, NEZOBLY, PEHE, TIOBLY ET TOULEPLEU, COMMUNES ET SOUS-PREFECTURES",84,22722,11201,49.3,581,10620,115,1.08,PDCI-RDA,ZION KAH DENIS,3619,34.08,NON,6
DISTRICT AUTONOME D'ABIDJAN,38,"ABOBO, COMMUNE",1058,438021,107134,24.46,2055,105079,1214,1.16,INDEPENDANT,ABOBO RENAISSANCE,916,0.87,NON,6
DISTRICT AUTONOME D'ABIDJAN,38,"ABOBO, COMMUNE",1058,438021,107134,24.46,2055,105079,1214,1.16,AIDE,AGIR AUJOURDHUI POUR BATIR DEMAIN,1374,1.31,NON,6
DISTRICT AUTONOME D'ABIDJAN,38,"ABOBO, COMMUNE",1058,438021,107134,24.46,2055,105079,1214,1.16,RHDP,"UNE CÔTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",92947,88.45,OUI,6
DISTRICT AUTONOME D'ABIDJAN,38,"ABOBO, COMMUNE",1058,438021,107134,24.46,2055,105079,1214,1.16,PIA/PRI/CODE,OSONS LE CHANGEMENT,622,0.59,NON,6
DISTRICT AUTONOME D'ABIDJAN,38,"ABOBO, COMMUNE",1058,438021,107134,24.46,2055,105079,1214,1.16,INDEPENDANT,ENSEMBLE POUR UNE NOUVELLE VISION,647,0.62,NON,6
DISTRICT AUTONOME D'ABIDJAN,38,"ABOBO, COMMUNE",1058,438021,107134,24.46,2055,105079,1214,1.16,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,7359,7.0,NON,6
DISTRICT AUTONOME D'ABIDJAN,39,"ADJAME, COMMUNE",284,118995,14608,12.28,419,14189,148,1.04,INDEPENDANT,ADJAME DJIGUI,653,4.6,NON,6
DISTRICT AUTONOME D'ABIDJAN,39,"ADJAME, COMMUNE",284,118995,14608,12.28,419,14189,148,1.04,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",11152,78.6,OUI,6
DISTRICT AUTONOME D'ABIDJAN,39,"ADJAME, COMMUNE",284,118995,14608,12.28,419,14189,148,1.04,INDEPENDANT,ADJAME LE BARA,444,3.13,NON,6
DISTRICT AUTONOME D'ABIDJAN,39,"ADJAME, COMMUNE",284,118995,14608,12.28,419,14189,148,1.04,INDEPENDANT,ALTERNATIVE NOUVELLE GENERATION,152,1.07,NON,6
DISTRICT AUTONOME D'ABIDJAN,39,"ADJAME, COMMUNE",284,118995,14608,12.28,419,14189,148,1.04,INDEPENDANT,TOUS UNIS POUR UN ADJAME MEILLEUR,282,1.99,NON,6
DISTRICT AUTONOME D'ABIDJAN,39,"ADJAME, COMMUNE",284,118995,14608,12.28,419,14189,148,1.04,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,1358,9.57,NON,6
DISTRICT AUTONOME D'ABIDJAN,40,"ATTECOUBE, COMMUNE",250,103500,22760,21.99,382,22378,272,1.22,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",18012,80.49,OUI,6
DISTRICT AUTONOME D'ABIDJAN,40,"ATTECOUBE, COMMUNE",250,103500,22760,21.99,382,22378,272,1.22,INDEPENDANT,UNIR POUR LE CHANGEMENT,1054,4.71,NON,6
DISTRICT AUTONOME D'ABIDJAN,40,"ATTECOUBE, COMMUNE",250,103500,22760,21.99,382,22378,272,1.22,INDEPENDANT,LE COEUR POUR ATTECOUBE,187,0.84,NON,6
DISTRICT AUTONOME D'ABIDJAN,40,"ATTECOUBE, COMMUNE",250,103500,22760,21.99,382,22378,272,1.22,UNCI,SOLIDAIRE POUR TOUS,249,1.11,NON,6
DISTRICT AUTONOME D'ABIDJAN,40,"ATTECOUBE, COMMUNE",250,103500,22760,21.99,382,22378,272,1.22,INDEPENDANT,DEVELOPPEMENT ET PROGRES POUR ATTECOUBE,1395,6.23,NON,6
DISTRICT AUTONOME D'ABIDJAN,40,"ATTECOUBE, COMMUNE",250,103500,22760,21.99,382,22378,272,1.22,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,1209,5.4,NON,6
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,RHDP,UNE COTE DIVOIRE EN PAIX PROSPERE ET SOLIDAIRE,9269,33.37,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,COCODY SMART,34,0.12,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,ALLIANCE NOUVELLE POUR COCODY,133,0.48,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,NOUVELLE VISION POUR COCODY,90,0.32,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,LES ELUS AU SERVICE DU PEUPLE,667,2.4,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,NOUVEL ESPOIR DE COCODY,184,0.66,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,AIDE,ENSEMBLE POUR LE DEVELOPPEMENT,110,0.4,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,ADCI,"AUJOURDHUI DEMAIN, LA COTE DIVOIRE (ADCI)",1682,6.06,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,UNE IDEE POUR COCODY,105,0.38,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,PRO_COTE DIVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS,46,0.17,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,LA SOUVERAINTE AU SERVICE DU DEVELOPPEMENT DU CAPITAL HUMAIN,165,0.59,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,NOUVELLE VOIX,280,1.01,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,INDEPENDANT,POUR LE PEUPLE,32,0.12,NON,7
DISTRICT AUTONOME D'ABIDJAN,41,"COCODY, COMMUNE",667,279785,28279,10.11,501,27778,241,0.87,PDCI-RDA,TOUS ENSEMBLE POUR LE CÔTE-DIVOIRE,14740,53.06,OUI,7
DISTRICT AUTONOME D'ABIDJAN,42,"KOUMASSI, COMMUNE",429,176954,33090,18.7,853,32237,328,1.02,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",23968,74.35,OUI,7
DISTRICT AUTONOME D'ABIDJAN,42,"KOUMASSI, COMMUNE",429,176954,33090,0.0,0,32237,0,0.0,INDEPENDANT,GENERATIONS AVENIR,1085,3.37,NON,7
DISTRICT AUTONOME D'ABIDJAN,42,"KOUMASSI, COMMUNE",429,176954,33090,0.0,0,32237,0,0.0,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,6856,21.27,NON,7
DISTRICT AUTONOME D'ABIDJAN,43,"MARCORY, COMMUNE",268,112183,26325,23.47,873,25452,197,0.77,INDEPENDANT,POUR UN MARCORY NOUVEAU,279,1.1,NON,7
DISTRICT AUTONOME D'ABIDJAN,43,"MARCORY, COMMUNE",268,112183,26325,23.47,873,25452,197,0.77,INDEPENDANT,AMAGOU ZAHUI 2025,493,1.94,NON,7
DISTRICT AUTONOME D'ABIDJAN,43,"MARCORY, COMMUNE",268,112183,26325,23.47,873,25452,197,0.77,INDEPENDANT,PROGRES RIGUEUR EXCELLENCE,58,0.23,NON,7
DISTRICT AUTONOME D'ABIDJAN,43,"MARCORY, COMMUNE",268,112183,26325,23.47,873,25452,197,0.77,ADCI,"ADCI (AUJOURDHUI ET DEMAIN, LA CÔTE DIVOIRE)",296,1.16,NON,7
DISTRICT AUTONOME D'ABIDJAN,43,"MARCORY, COMMUNE",268,112183,26325,23.47,873,25452,197,0.77,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDERE",13996,54.99,OUI,7
DISTRICT AUTONOME D'ABIDJAN,43,"MARCORY, COMMUNE",268,112183,26325,23.47,873,25452,197,0.77,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,10133,39.81,NON,7
DISTRICT AUTONOME D'ABIDJAN,44,"PLATEAU, COMMUNE",228,97933,22944,23.43,998,21946,181,0.82,RHDP,OUATTARA DRAMANE,8864,40.39,NON,7
DISTRICT AUTONOME D'ABIDJAN,44,"PLATEAU, COMMUNE",228,97933,22944,23.43,998,21946,181,0.82,INDEPENDANT,FOFANA SINDOU,152,0.69,NON,7
DISTRICT AUTONOME D'ABIDJAN,44,"PLATEAU, COMMUNE",228,97933,22944,23.43,998,21946,181,0.82,PDCI-RDA,EHOUO JACQUES GABRIEL,12749,58.09,OUI,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,INDEPENDANT,LA FORCE DU PEUPLE,99,0.41,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,ADCI,"AUJOURDHUI ET DEMAIN, LA COTE DIVOIRE",298,1.24,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,RHDP,"UNE COTE DIVOIRE EN PAIX ,PROPERE ET SOLIDAIRE",8197,34.2,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,INDEPENDANT,VAINCRE LA PRECARITE,269,1.12,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,INDEPENDANT,ESPOIR PORT BOUET,116,0.48,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,INDEPENDANT,ENSSEMBLE ON TOURNE LA PAGE,206,0.86,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,INDEPENDANT,ALLIANCE NOUVELLE GENERATION DES ELUS POLITIQUES DE COTE DIVOIRE,32,0.13,NON,7
DISTRICT AUTONOME D'ABIDJAN,45,"PORT-BOUET, COMMUNE",352,145545,24959,17.15,994,23965,272,1.13,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,14476,60.4,OUI,7
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,INDEPENDANT,BLEHINE PODE THIERRY JOEL,116,1.1,NON,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,INDEPENDANT,BAYE PAUL PIERRE VALENTIN,1147,10.87,NON,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,INDEPENDANT,SOUMAORO GAOUSSOU GEORGES ELVIS,33,0.31,NON,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,RHDP,KAMARA AMINATA EPSE TOUNGARA,7173,67.98,OUI,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,INDEPENDANT,TOURE IBRAHIME BEN NABIL,370,3.51,NON,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,INDEPENDANT,BOMINAL SERI MICHEL,11,0.1,NON,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,PDCI-RDA,KOUASSI-LENOIR GERMAIN,1638,15.52,NON,8
DISTRICT AUTONOME D'ABIDJAN,46,"TREICHVILLE, COMMUNE",151,63505,10658,16.78,106,10552,64,0.61,INDEPENDANT,YOPOUGON NOTRE PASSION,2106,2.93,NON,8
DISTRICT AUTONOME D'ABIDJAN,47,"YOPOUGON,COMMUNE",1320,555901,73989,13.31,2055,71934,707,0.98,INDEPENDANT,LA VOIX DE YOPOUGON,533,0.74,NON,8
DISTRICT AUTONOME D'ABIDJAN,47,"YOPOUGON,COMMUNE",1320,555901,73989,13.31,2055,71934,707,0.98,INDEPENDANT,NOUVELLE VISION,576,0.8,NON,8
DISTRICT AUTONOME D'ABIDJAN,47,"YOPOUGON,COMMUNE",1320,555901,73989,13.31,2055,71934,707,0.98,INDEPENDANT,UNIS POUR NOTRE COMMUNE YOPOUGON,238,0.33,NON,8
DISTRICT AUTONOME D'ABIDJAN,47,"YOPOUGON,COMMUNE",1320,555901,73989,13.31,2055,71934,707,0.98,PDCI - FPI - ADCI,TOUS ENSEMBLE POUR LA COTE DIVOIRE,18757,26.08,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,UNE NOUVELLE VISION POUR ANYAMA,706,3.18,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,CITOYENS-UNIS POUR UN NOUVEL ANYAMA,416,1.87,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,UNION POUR LA GRANDEUR D'ANYAMA,1412,6.35,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,ACTIFS POUR ANYAMA-ADJOUALE,3206,14.42,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,ENSEMBLE POUR ANYAMA,403,1.81,NON,8
