region,code_circ,nom_circ,nb_bv,inscrits,votants,taux_participation,bulletins_nuls,suf_exprimes,blancs_nombre,blancs_pct,parti,nom_candidat,voix_obtenues,pourcentage,est_elu,page_source
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,INDEPENDANT,KOTO EHOU SOPIE,547,4.0,NON,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,RHDP,KOFFI AKA CHARLES,9078,66.35,OUI,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,INDEPENDANT,YEPIE KOUASSI THEODORE,58,0.42,NON,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,INDEPENDANT,TCHIMOU GNAMON BERTRAND,1991,14.55,NON,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,INDEPENDANT,BOKA BOKA MAURICE,674,4.93,NON,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,ADCI,EDI DOFFOU PAUL,331,2.42,NON,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,FPI,N'GUESSAN KOTCHI REMI,474,3.46,NON,1
AGNEBY-TIASSA,1,"ABOUDE, ATTOBROU, GUESSIGUIE, GRAND-MORIÉ, LOVIGUIE, ORESS-KROBOU, COMMUNES ET SOUS- PRÉFECTURES, AGBOVILLE SOUS-PRÉFECTURE",144,52106,14070,27.0,388,13682,76,0.56,MGC,NANDO YAVO SERGE,453,3.31,NON,1
AGNEBY-TIASSA,2,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,0.65,ADCI,OCHOU WROHOUM MARIE-PASCALE,296,2.37,NON,1
AGNEBY-TIASSA,2,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,0.65,RHDP,DIMBA N'GOU PIERRE,10675,85.37,OUI,1
AGNEBY-TIASSA,2,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,0.65,INDEPENDANT,OCHO KOKOU BERTRAND,20,0.16,NON,1
AGNEBY-TIASSA,2,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,0.65,INDEPENDANT,TETCHI EHOUE ANTOINE,75,0.6,NON,1
AGNEBY-TIASSA,2,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,0.65,INDEPENDANT,N'GOU KOKOLA GRACIASSE,30,0.24,NON,1
AGNEBY-TIASSA,2,AGBOVILLE COMMUNE,133,48710,12821,26.32,317,12504,81,0.65,PDCI-RDA,OHOUNA N'TAKPE NICAISE,1327,10.61,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,INDEPENDANT,KOUAME YAO FREDERIC,439,8.61,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,INDEPENDANT,DOUMBIA HAMED CHEICK YVANN,1549,30.37,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,INDEPENDANT,KPATA APPIA EDI JORES,863,16.92,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,INDEPENDANT,KIPRE LIPIA MIREILLE,38,0.74,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,INDEPENDANT,ADJA OWO GILLES ROGER,96,1.88,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,RHDP,ALAIN EKISSI,1673,32.8,OUI,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,INDEPENDANT,BAMBA IDRISSA,256,5.02,NON,1
AGNEBY-TIASSA,3,AZAGUIE COMMUNE ET SOUS-PREFECTURE,44,15515,5174,33.35,73,5101,24,0.47,PDCI-RDA,EKISSI HUBERSON EVARISTHO ALVARIS,163,3.2,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,AKOUE BEDE ANSELME,203,2.74,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,TCHIMOU OKOMAN EMMANUEL,1668,22.51,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,OFFO ABOLE SYLVAIN,827,11.16,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,N'GOU OKAUGNY YANNICK ANICET,110,1.48,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,RHDP,KOUASSI MARIE VIRGINIE,2607,35.19,OUI,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,ATIN ERIC ALAIN,355,4.79,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,OFFO BEDIA AKE VINCENT,197,2.66,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,INDEPENDANT,KOFFI ANGBA GUY RICHARD,65,0.88,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,FPI,ASSEKE BERNARD,117,1.58,NON,1
AGNEBY-TIASSA,4,"ANANGUIE, CECHI ET RUBINO, COMMUNES ET SOUS- PREFECTURES",72,23466,7650,32.6,241,7409,49,0.66,PDCI-RDA,N'GUESSAN AKA ARNAUD,1211,16.34,NON,1
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,BOTTI ADJIRI BERNARD,1127,10.81,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,YAO YAO ERIC ARMAND,1710,16.41,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,BIPKO DANIELLE ADAHI,1417,13.6,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,KOPRO AMANI PIERRE VENCESLAS VINCENT,580,5.57,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,RHDP,N'GATA BRIE JOSEPH,3574,34.3,OUI,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,SAHORE N'GUESSAN PASCAL,157,1.51,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,ADOU JOSE ANTONIO,64,0.61,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,INDEPENDANT,ADANGBA KASSA-KASSA RAPHAEL,32,0.31,NON,2
AGNEBY-TIASSA,5,"GOMON ET SIKENSI, COMMUNES ET SOUS-PREFECTURES",102,37720,10768,28.55,347,10421,134,1.29,PDCI-RDA,ASSOUMOU BAKA CHARLES,1626,15.6,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,29.04,283,8938,72,0.81,RHDP,KANGBE YAYORO CHARLES LOPEZ,3169,35.46,OUI,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,ADCI,CAMARA ISSOUF,1848,20.68,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,INDEPENDANT,TANOH AMOI CHRISTIAN,88,0.98,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,INDEPENDANT,GOUHAN EKANZA JULES ROLAND MONSIHO,282,3.16,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,INDEPENDANT,N'GUESSAN AUGUSTIN KOUAKOU KASSI,868,9.71,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,INDEPENDANT,KOUAKOU NGORAN JEROME,126,1.41,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,CNPCIN,YAO CHRIST FRANCIS ALAIN GILLES,110,1.23,NON,2
AGNEBY-TIASSA,6,"GBOLOUVILLE ET N'DOUCI, COMMUNES ET SOUS- PREFECTURES",94,31758,9221,0.0,0,8938,0,0.0,PDCI-RDA,OBOUMOU GOLE MARCELIN,2375,26.57,NON,2
AGNEBY-TIASSA,7,"MOROKRO ET TIASSALE, COMMUNES ET SOUS- PREFECTURES",123,39362,16841,42.78,518,16323,118,0.72,ADCI - GP-PAIX - VALEUR,ASSALE TIEMOKO ANTOINE,7489,45.88,NON,2
AGNEBY-TIASSA,7,"MOROKRO ET TIASSALE, COMMUNES ET SOUS- PREFECTURES",123,39362,16841,42.78,518,16323,118,0.72,RHDP,SANOGO DRAMANE ALPHA,8557,52.42,OUI,2
AGNEBY-TIASSA,7,"MOROKRO ET TIASSALE, COMMUNES ET SOUS- PREFECTURES",123,39362,16841,42.78,518,16323,118,0.72,PDCI-RDA,MIAN OCTAVI PEROU,159,0.97,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,GJPA-CI,KOFFI NDRI FERDINAND,35,0.49,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,INDEPENDANT,KOUASSI KOFFI KAN ANICET DIDIER,881,12.28,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,INDEPENDANT,BOKA YAO DANIEL,911,12.69,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,RHDP,KOUADIO BEUGRE BERNARD,3912,54.51,OUI,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,INDEPENDANT,NAHOUNOU FELICITE VERONIQUE N'GUESSAN,81,1.13,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,INDEPENDANT,MBASSIDJE EDDOH CHRISTIAN RICHARD,59,0.82,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,INDEPENDANT,EBOU ADJOUA ANGELE,84,1.17,NON,2
AGNEBY-TIASSA,8,"PACOBO ET TAABO, COMMUNES ET SOUS-PREFECTURES",68,23159,7576,32.71,399,7177,64,0.89,PDCI-RDA,KOUAME KOFFI RUFIN,1150,16.02,NON,2
BAFING,9,"BOOKO, BOROTOU, MAHANDOUGOU ET NIOKOSSO, COMMUNES ET SOUS-PREFECTURES",77,17626,11919,67.62,59,11860,158,1.33,INDEPENDANT,DIABATE MAMADOU,75,0.63,NON,3
BAFING,9,"BOOKO, BOROTOU, MAHANDOUGOU ET NIOKOSSO, COMMUNES ET SOUS-PREFECTURES",77,17626,11919,67.62,59,11860,158,1.33,PDCI-RDA,SOUMAHORO SOULEYMANE,408,3.44,NON,3
BAFING,9,"BOOKO, BOROTOU, MAHANDOUGOU ET NIOKOSSO, COMMUNES ET SOUS-PREFECTURES",77,17626,11919,67.62,59,11860,158,1.33,RHDP,DIOMANDE LASSINA,11219,94.6,OUI,3
BAFING,10,"KORO, COMMUNE ET SOUS-PREFECTURE",42,13092,6583,50.28,117,6466,74,1.14,INDEPENDANT,BAKAYOKO KARAMOKO,2894,44.76,NON,3
BAFING,10,"KORO, COMMUNE ET SOUS-PREFECTURE",42,13092,6583,50.28,117,6466,74,1.14,RHDP,SOUMAHORO YOUSSOUF,3498,54.1,OUI,3
BAFING,11,"GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES",106,25316,15353,60.65,215,15138,208,1.37,CNJB-ADO,DIOMANDE AMARA,68,0.45,NON,3
BAFING,11,"GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES",106,25316,15353,60.65,215,15138,208,1.37,INDEPENDANT,BAMBA MORY,2724,17.99,NON,3
BAFING,11,"GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES",106,25316,15353,60.65,215,15138,208,1.37,RHDP,MAMADOU SANOGO,6026,39.81,OUI,3
BAFING,11,"GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES",106,25316,15353,60.65,215,15138,208,1.37,INDEPENDANT,BAMBA MAMADOU,123,0.81,NON,3
BAFING,11,"GBELO, GOUEKAN, KOONAN, OUANINOU, SABOUDOUGOU ET SANTA, COMMUNES ET SOUS-PREFECTURES",106,25316,15353,60.65,215,15138,208,1.37,INDEPENDANT,DIOMANDE ABDOUL AHMARA,5989,39.56,NON,3
BAFING,12,"DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE",96,21299,13342,62.64,196,13146,141,1.07,INDEPENDANT,MEMAN BAMBA,1524,11.59,NON,3
BAFING,12,"DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE",96,21299,13342,62.64,196,13146,141,1.07,INDEPENDANT,ALIDJOU TOURE,3256,24.77,NON,3
BAFING,12,"DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE",96,21299,13342,62.64,196,13146,141,1.07,INDEPENDANT,KONE MAMADOU,2287,17.4,NON,3
BAFING,12,"DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE",96,21299,13342,62.64,196,13146,141,1.07,INDEPENDANT,MIAMAN KONE,1098,8.35,NON,3
BAFING,12,"DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE",96,21299,13342,62.64,196,13146,141,1.07,RHDP,DIOMANDE VASSADIA,3613,27.48,OUI,3
BAFING,12,"DIOMAN, FOUNGBESSO ET GUINTEGUELA, COMMUNES ET SOUS-PREFECTURES, TOUBA, SOUS PREFECTURE",96,21299,13342,62.64,196,13146,141,1.07,INDEPENDANT,MOUSSA BAMBA,1227,9.33,NON,3
BAFING,13,"TOUBA, COMMUNE",47,14962,7151,47.79,54,7097,75,1.06,RHDP,SANOGO MOUSSA,4962,69.92,OUI,3
BAFING,13,"TOUBA, COMMUNE",47,14962,7151,47.79,54,7097,75,1.06,INDEPENDANT,BAMBA ANZOUMANA,2060,29.03,NON,3
BAGOUE,14,"BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES",63,19315,12802,66.28,330,12472,204,1.64,RHDP,COULIBALY FONONNA CHEICK AHMED,5606,44.95,OUI,3
BAGOUE,14,"BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES",63,19315,12802,66.28,330,12472,204,1.64,INDEPENDANT,OUATTARA GUIBESSONGUI ISSA,4488,35.98,NON,3
BAGOUE,14,"BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES",63,19315,12802,66.28,330,12472,204,1.64,INDEPENDANT,COULIBALY LASSINAN,1576,12.64,NON,3
BAGOUE,14,"BAYA, KASSERE ET SIEMPURGO, COMMUNES ET SOUS- PREFECTURES",63,19315,12802,66.28,330,12472,204,1.64,INDEPENDANT,COULIBALY ZIE SOUMAILA,598,4.79,NON,3
BAGOUE,15,"BOUNDIALI ET GANAONI, COMMUNES ET SOUS- PREFECTURES",106,36892,36846,99.88,0,36846,0,0.0,RHDP,KONE MARIATOU,36846,100.0,OUI,3
BAGOUE,16,"BLESSEGUE ET KOUTO, COMMUNES ET SOUS- PREFECTURES",59,19903,11808,59.33,70,11738,215,1.83,INDEPENDANT,TRAORE DON SAMUEL,3692,31.45,NON,3
BAGOUE,16,"BLESSEGUE ET KOUTO, COMMUNES ET SOUS- PREFECTURES",59,19903,11808,59.33,70,11738,215,1.83,RHDP,KONE NABAGNE BRUNO,7831,66.71,OUI,3
BAGOUE,17,"GBON, KOLIA ET SIANHALA, COMMUNES ET SOUS- PREFECTURES",88,31360,20373,64.96,183,20190,378,1.87,INDEPENDANT,KONE KARIMOU,1242,6.15,NON,3
BAGOUE,17,"GBON, KOLIA ET SIANHALA, COMMUNES ET SOUS- PREFECTURES",88,31360,20373,64.96,183,20190,378,1.87,INDEPENDANT,BALLO NOUHO,10331,51.17,OUI,3
BAGOUE,17,"GBON, KOLIA ET SIANHALA, COMMUNES ET SOUS- PREFECTURES",88,31360,20373,64.96,183,20190,378,1.87,RHDP,TOURE ALPHA YAYA,8239,40.81,NON,3
BAGOUE,18,"DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES",109,36904,22247,60.28,221,22026,197,0.89,INDEPENDANT,KONE SEYDOU,274,1.24,NON,3
BAGOUE,18,"DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES",109,36904,22247,60.28,221,22026,197,0.89,INDEPENDANT,DIARRASSOUBA SOUMAILA,11811,53.62,OUI,3
BAGOUE,18,"DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES",109,36904,22247,60.28,221,22026,197,0.89,INDEPENDANT,DIARRASSOUBA ABDOULAYE,3070,13.94,NON,3
BAGOUE,18,"DEBETE, KANAKONO, PAPARA ET TENGRELA, COMMUNES ET SOUS-PREFECTURES",109,36904,22247,60.28,221,22026,197,0.89,RHDP,TRAORE MARIAME,6674,30.3,NON,3
BELIER,19,"BOLI, DIDIEVI, MOLONOU-BLE ET TIE-N'DIEKRO, COMMUNES ET SOUS-PREFECTURES",129,36304,11536,31.78,421,11115,138,1.24,RHDP,KOFFI KOFFI SERAPHIN,5037,45.32,NON,4
BELIER,19,"BOLI, DIDIEVI, MOLONOU-BLE ET TIE-N'DIEKRO, COMMUNES ET SOUS-PREFECTURES",129,36304,11536,31.78,421,11115,138,1.24,INDEPENDANT,KONAN ULRICH KOUADIO SERGE RENE,199,1.79,NON,4
BELIER,19,"BOLI, DIDIEVI, MOLONOU-BLE ET TIE-N'DIEKRO, COMMUNES ET SOUS-PREFECTURES",129,36304,11536,31.78,421,11115,138,1.24,PDCI-RDA,N'GUESSAN KOUASSI EDOUARD,5741,51.65,OUI,4
BELIER,20,"LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",147,42781,14778,34.54,537,14241,134,0.94,INDEPENDANT,ENSEMBLE TOUT EST POSSIBLE,80,0.56,NON,4
BELIER,20,"LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",147,42781,14778,34.54,537,14241,134,0.94,INDEPENDANT,LES PROGRESSISTES,222,1.56,NON,4
BELIER,20,"LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",147,42781,14778,34.54,537,14241,134,0.94,RHDP,"UNE COTE DIVOIRE EN PAIX , PROSPERE ET SOLIDAIRE",6127,43.02,NON,4
BELIER,20,"LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",147,42781,14778,34.54,537,14241,134,0.94,INDEPENDANT,ENSEMBLE POUR LE DEVELOPPEMENT,190,1.33,NON,4
BELIER,20,"LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",147,42781,14778,34.54,537,14241,134,0.94,PRO CI,PRO COTE DIVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS,70,0.49,NON,4
BELIER,20,"LOMOKANKRO, MOLONOU, TLEBISSOU ET YAKPABO- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",147,42781,14778,34.54,537,14241,134,0.94,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,7418,52.09,OUI,4
BELIER,21,"TOUMODI, COMMUNE",84,31946,9783,30.62,338,9445,57,0.6,RHDP,GOUDOU RAYMONDE COFFIE,4615,48.86,NON,4
BELIER,21,"TOUMODI, COMMUNE",84,31946,9783,30.62,338,9445,57,0.6,INDEPENDANT,SENI KONAN JULES NANGLE,143,1.51,NON,4
BELIER,21,"TOUMODI, COMMUNE",84,31946,9783,30.62,338,9445,57,0.6,PDCI-RDA,ALLIALI HERVE DOMINIQUE DIE,4630,49.02,OUI,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,INDEPENDANT,KOUADIO N'GUESSAN CHARLES,160,1.31,NON,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,INDEPENDANT,N'GUESSAN KOUAME MARIUS MAURINIER,61,0.5,NON,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,RHDP,KONAN YAO SIMPLICE,4846,39.66,NON,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,INDEPENDANT,N'DA KOUASSI JULES,97,0.79,NON,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,INDEPENDANT,KOUADIO KOFFI ASSASSI MARCEL,85,0.7,NON,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,INDEPENDANT,KOUAKOU KOUADIO JUVENAL,60,0.49,NON,4
BELIER,22,"ANGODA, BONIKRO, DJEKANOU, KPOUEBO, KOKUMBO, COMMUNES ET SOUS-PREFECTURES, TOUMODI, SOUS- PREFECTURE",139,43279,12775,29.52,556,12219,128,1.05,PDCI-RDA,N'DAKPRI DJAHA ANGE FELIX,6782,55.5,OUI,4
BERE,23,"BOUANDOUGOU ET TIENINGBOUE, COMMUNES ET SOUS- PREFECTURES",95,25590,14752,57.65,187,14565,237,1.63,INDEPENDANT,ADAMA BAKAYOKO,8087,55.52,OUI,4
BERE,23,"BOUANDOUGOU ET TIENINGBOUE, COMMUNES ET SOUS- PREFECTURES",95,25590,14752,57.65,187,14565,237,1.63,RHDP,HAMADOU KAMAGATE,6196,42.54,NON,4
BERE,23,"BOUANDOUGOU ET TIENINGBOUE, COMMUNES ET SOUS- PREFECTURES",95,25590,14752,57.65,187,14565,237,1.63,PDCI-RDA,KATIENSELY COULIBALY,45,0.31,NON,4
BERE,24,"DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES",88,26729,16599,62.1,291,16308,378,2.32,INDEPENDANT,KONATE BAKARY,1055,6.47,NON,4
BERE,24,"DIANRA ET DIARRA-VILLAGE, COMMUNES ET SOUS- PREFECTURES",88,26729,16599,62.1,291,16308,378,2.32,INDEPENDANT,KONE AMOURLAYE,4127,25.31,NON,4
